Voltage,Frequency,Impedance,Phase,Conductance,Susceptance,Resistance,Reactance
40 MV,530KHZ,39406.1,0.00893683,2.53597e-05,-1.11008e-09,39428.0,13.0835
40 MV,530KHZ,39411.8,0.00599096,2.53635e-05,9.05062e-10,39433.1,12.8481
40 MV,530KHZ,39406.6,0.0343925,2.53799e-05,-4.95178e-09,39425.2,11.9351
40 MV,530KHZ,39431.3,0.00135592,2.53631e-05,-5.84507e-09,39413.6,18.834
40 MV,540KHZ,39413.5,0.00892347,2.53644e-05,-7.94112e-09,39430.0,10.819
40 MV,540KHZ,39422.1,0.00619948,2.53666e-05,-5.36088e-09,39422.7,19.9872
40 MV,540KHZ,39440.9,-0.00216836,2.53705e-05,1.27939e-09,39438.6,-0.347352
40 MV,540KHZ,39415.9,0.00634711,2.53688e-05,-4.44931e-09,39419.0,5.39852
40 MV,540KHZ,39435.2,0.0105347,2.53646e-05,-3.19128e-09,39431.6,-5.08165
40 MV,540KHZ,39427.3,0.0036968,2.53649e-05,-1.83335e-09,39441.1,-7.96152
40 MV,540KHZ,39428.4,0.0350971,2.53572e-05,3.80777e-09,39444.7,7.70321
40 MV,540KHZ,39433.9,-0.0103354,2.53647e-05,8.73358e-10,39424.2,10.7836
40 MV,550KHZ,41593.3,2.57657,2.39712e-05,-1.04309e-06,41817.3,1811.27
40 MV,550KHZ,41724.7,2.57193,2.40273e-05,-1.07432e-06,41757.4,1791.57
40 MV,550KHZ,41849.5,2.43605,2.39799e-05,-1.08678e-06,41588.8,1888.15
40 MV,550KHZ,41786.2,2.35376,2.3917e-05,-1.00046e-06,41650.4,1925.1
40 MV,550KHZ,41733.9,2.54494,2.39374e-05,-9.94191e-07,41639.7,1802.66
40 MV,550KHZ,41765.5,2.63532,2.3902e-05,-1.02602e-06,41630.5,1787.6
40 MV,550KHZ,41677.8,2.54382,2.38921e-05,-1.0633e-06,41710.3,1827.91
40 MV,550KHZ,41592.8,2.53374,2.39303e-05,-1.05079e-06,41794.2,1801.08
40 MV,560KHZ,41728.4,2.49766,2.39603e-05,-1.11522e-06,41709.7,1833.63
40 MV,560KHZ,41717.8,2.39908,2.39726e-05,-1.04737e-06,41722.3,1858.07
40 MV,560KHZ,41767.8,2.46802,2.39827e-05,-1.05216e-06,41649.6,1837.56
40 MV,560KHZ,41805.3,2.47533,2.3936e-05,-1.05412e-06,41584.2,1818.92
40 MV,560KHZ,41815.1,2.46045,2.38838e-05,-1.02795e-06,41595.9,1843.92
40 MV,560KHZ,41649.9,2.52601,2.38809e-05,-1.00887e-06,41768.2,1782.78
40 MV,560KHZ,41621.3,2.6366,2.39459e-05,-1.04049e-06,41781.9,1701.92
40 MV,560KHZ,41688.0,2.55525,2.39884e-05,-1.09191e-06,41734.1,1755.87
40 MV,570KHZ,41798.4,2.40815,2.39106e-05,-1.0187e-06,41599.9,1897.44
40 MV,570KHZ,41777.3,2.49759,2.39092e-05,-9.97291e-07,41655.4,1797.78
40 MV,570KHZ,41783.8,2.64492,2.39088e-05,-1.04306e-06,41650.4,1713.5
40 MV,570KHZ,41681.4,2.52855,2.38935e-05,-1.07581e-06,41721.2,1785.72
40 MV,570KHZ,41599.9,2.51876,2.3938e-05,-1.04247e-06,41858.1,1808.36
40 MV,570KHZ,41683.2,2.57911,2.40108e-05,-1.05205e-06,41782.9,1771.96
40 MV,570KHZ,41850.1,2.44614,2.39922e-05,-1.09026e-06,41639.9,1816.51
40 MV,570KHZ,41881.3,2.34852,2.39136e-05,-1.04445e-06,41593.1,1920.11
40 MV,580KHZ,41872.1,2.38391,2.39487e-05,-1.06547e-06,41600.2,1896.64
40 MV,580KHZ,41802.1,2.37935,2.38848e-05,-9.95406e-07,41644.8,1899.87
40 MV,580KHZ,41742.7,2.56093,2.3931e-05,-9.82395e-07,41705.1,1779.14
40 MV,580KHZ,41738.9,2.61542,2.38846e-05,-1.05566e-06,41698.3,1732.7
40 MV,580KHZ,41678.0,2.53632,2.38842e-05,-1.07746e-06,41788.0,1796.22
40 MV,580KHZ,41585.2,2.4661,2.39478e-05,-1.03927e-06,41878.9,1834.37
40 MV,580KHZ,41702.5,2.48275,2.40051e-05,-1.06309e-06,41770.0,1788.65
40 MV,580KHZ,41884.4,2.46407,2.39644e-05,-1.08018e-06,41592.5,1871.16
40 MV,590KHZ,41762.2,2.48178,2.39329e-05,-1.103e-06,41744.6,1806.92
40 MV,590KHZ,41717.0,2.34416,2.39498e-05,-1.05276e-06,41752.3,1916.68
40 MV,590KHZ,41772.7,2.4285,2.39649e-05,-1.00364e-06,41707.5,1831.08
40 MV,590KHZ,41845.7,2.5093,2.39387e-05,-1.03517e-06,41599.2,1803.16
40 MV,590KHZ,41847.4,2.43417,2.38354e-05,-1.0275e-06,41637.0,1870.1
40 MV,590KHZ,41665.5,2.50591,2.38699e-05,-1.00069e-06,41821.0,1822.33
40 MV,590KHZ,41649.4,2.61873,2.3961e-05,-1.04413e-06,41837.6,1716.05
40 MV,590KHZ,41772.4,2.55384,2.39673e-05,-1.11604e-06,41748.5,1772.48
40 MV,600KHZ,41707.7,2.59514,2.3996e-05,-1.06895e-06,41791.6,1745.08
40 MV,600KHZ,41861.9,2.42967,2.39818e-05,-1.13675e-06,41631.5,1869.49
40 MV,600KHZ,41836.4,2.32764,2.38867e-05,-1.00658e-06,41665.4,1937.91
40 MV,600KHZ,41784.3,2.4825,2.39068e-05,-9.63611e-07,41706.1,1813.17
40 MV,600KHZ,41780.1,2.63409,2.38873e-05,-1.02132e-06,41680.9,1728.9
40 MV,600KHZ,41744.9,2.57255,2.38895e-05,-1.0681e-06,41726.1,1759.89
40 MV,600KHZ,41670.0,2.49422,2.39027e-05,-1.04613e-06,41818.6,1832.45
40 MV,600KHZ,41695.9,2.48139,2.39682e-05,-1.03128e-06,41826.9,1799.86
40 MV,610KHZ,41890.2,2.50812,2.3888e-05,-1.0485e-06,41625.6,1801.62
40 MV,610KHZ,41761.0,2.50882,2.38401e-05,-1.04368e-06,41734.6,1812.35
40 MV,610KHZ,41646.8,2.5384,2.38952e-05,-1.02553e-06,41893.4,1806.49
40 MV,610KHZ,41700.1,2.5613,2.39848e-05,-1.04768e-06,41819.7,1727.37
40 MV,610KHZ,41867.8,2.4606,2.39695e-05,-1.09258e-06,41643.8,1815.27
40 MV,610KHZ,41890.7,2.33878,2.38652e-05,-1.02644e-06,41637.4,1918.94
40 MV,610KHZ,41783.4,2.43249,2.38755e-05,-9.65719e-07,41735.6,1840.14
40 MV,610KHZ,41755.1,2.61175,2.38957e-05,-1.0035e-06,41765.0,1749.98
40 MV,620KHZ,41865.6,2.55444,2.3912e-05,-1.00698e-06,41671.4,1800.77
40 MV,620KHZ,41844.4,2.60982,2.3856e-05,-1.03974e-06,41679.0,1792.99
40 MV,620KHZ,41676.8,2.53185,2.38585e-05,-1.04045e-06,41848.0,1817.56
40 MV,620KHZ,41628.2,2.52196,2.3928e-05,-1.03042e-06,41877.7,1765.28
40 MV,620KHZ,41762.2,2.54614,2.39757e-05,-1.06833e-06,41765.9,1801.47
40 MV,620KHZ,41935.2,2.44345,2.39245e-05,-1.07436e-06,41643.7,1865.44
40 MV,620KHZ,41873.2,2.3756,2.38439e-05,-9.87509e-07,41654.1,1899.37
40 MV,620KHZ,41743.6,2.55657,2.38493e-05,-9.62849e-07,41788.7,1773.94
40 MV,630KHZ,42937.7,4.11707,2.31714e-05,-1.59732e-06,42885.6,2961.17
40 MV,630KHZ,42879.3,3.97068,2.32431e-05,-1.57501e-06,42699.2,2968.56
40 MV,630KHZ,42764.4,4.11265,2.33004e-05,-1.66229e-06,42632.6,3162.16
40 MV,630KHZ,42862.6,4.24387,2.3212e-05,-1.66332e-06,42817.2,3114.83
40 MV,630KHZ,42994.2,3.99855,2.31888e-05,-1.57707e-06,42822.6,2958.48
40 MV,630KHZ,42912.2,3.89304,2.32888e-05,-1.60192e-06,42628.7,3071.32
40 MV,630KHZ,42792.7,4.09473,2.33112e-05,-1.69897e-06,42692.4,3169.62
40 MV,630KHZ,42966.7,4.13266,2.32115e-05,-1.67027e-06,42874.5,3051.31
40 MV,640KHZ,42956.7,4.08249,2.31979e-05,-1.60018e-06,42893.6,2883.65
40 MV,640KHZ,42842.7,3.96831,2.32815e-05,-1.60117e-06,42701.9,2971.6
40 MV,640KHZ,42732.7,4.16227,2.32903e-05,-1.68754e-06,42731.1,3115.65
40 MV,640KHZ,42874.5,4.22019,2.31983e-05,-1.65747e-06,42912.0,3025.67
40 MV,640KHZ,42986.4,4.03963,2.31924e-05,-1.55882e-06,42816.8,2932.44
40 MV,640KHZ,42848.1,3.99564,2.32771e-05,-1.59686e-06,42668.2,3060.2
40 MV,640KHZ,42784.4,4.18352,2.32674e-05,-1.67525e-06,42749.5,3177.13
40 MV,640KHZ,42942.3,4.14585,2.31683e-05,-1.61254e-06,42863.9,3050.0
40 MV,650KHZ,43012.9,4.0035,2.31907e-05,-1.60742e-06,42917.9,2920.78
40 MV,650KHZ,42901.2,3.86244,2.33017e-05,-1.66115e-06,42724.1,2982.08
40 MV,650KHZ,42785.1,4.11498,2.33074e-05,-1.73609e-06,42807.0,3112.87
40 MV,650KHZ,42877.9,4.21588,2.32065e-05,-1.67044e-06,42946.0,2967.8
40 MV,650KHZ,42977.3,3.99522,2.32034e-05,-1.59583e-06,42880.3,2857.08
40 MV,650KHZ,42835.4,4.0295,2.33014e-05,-1.64842e-06,42706.2,3040.32
40 MV,650KHZ,42765.8,4.22498,2.32454e-05,-1.70995e-06,42832.7,3125.78
40 MV,650KHZ,42942.9,4.18236,2.31776e-05,-1.61038e-06,42879.9,2936.62
40 MV,660KHZ,43700.6,5.33798,2.27955e-05,-2.13608e-06,43525.1,4097.86
40 MV,660KHZ,43706.5,5.37225,2.27861e-05,-2.13391e-06,43511.5,4055.09
40 MV,660KHZ,43694.9,5.36791,2.27693e-05,-2.12579e-06,43535.7,4009.75
40 MV,660KHZ,43672.6,5.3164,2.27974e-05,-2.13261e-06,43519.7,4049.71
40 MV,660KHZ,43722.4,5.32375,2.28004e-05,-2.13475e-06,43497.9,4069.59
40 MV,660KHZ,43684.0,5.34174,2.2789e-05,-2.14075e-06,43549.9,4042.81
40 MV,660KHZ,43688.3,5.35561,2.27728e-05,-2.11697e-06,43490.8,4056.62
40 MV,660KHZ,43712.9,5.30239,2.27935e-05,-2.12262e-06,43525.9,4089.22
40 MV,670KHZ,43549.8,4067.28,2.27984e-05,-2.13529e-06,43518.7,4027.66
40 MV,670KHZ,43726.4,5.37363,2.27776e-05,-2.13036e-06,43532.6,4076.42
40 MV,670KHZ,43677.7,5.26934,2.27944e-05,-2.12269e-06,43518.4,4076.16
40 MV,670KHZ,43713.9,5.35695,2.27933e-05,-2.12351e-06,43517.8,4065.88
40 MV,670KHZ,43733.1,5.28714,2.27682e-05,-2.13109e-06,43513.9,4066.25
40 MV,670KHZ,43693.1,5.34455,2.2766e-05,-2.11463e-06,43541.7,4042.37
40 MV,670KHZ,43702.0,5.30135,2.27745e-05,-2.12188e-06,43498.8,4034.21
40 MV,670KHZ,43696.9,5.31852,2.27798e-05,-2.12324e-06,43487.4,4049.33
40 MV,680KHZ,43716.8,5.29775,2.27648e-05,-2.12517e-06,43551.1,4058.61
40 MV,680KHZ,43742.2,5.28713,2.27852e-05,-2.12239e-06,43527.2,4070.24
40 MV,680KHZ,43702.9,5.32928,2.27748e-05,-2.1327e-06,43507.3,4091.05
40 MV,680KHZ,43746.7,5.34302,2.277e-05,-2.11898e-06,43558.0,4042.29
40 MV,680KHZ,43730.3,5.35314,2.27778e-05,-2.12503e-06,43527.7,4059.74
40 MV,680KHZ,43707.7,5.35869,2.27801e-05,-2.10736e-06,43536.8,4062.96
40 MV,680KHZ,43728.5,5.29265,2.2801e-05,-2.12844e-06,43558.1,4033.4
40 MV,680KHZ,43716.1,5.35213,2.27756e-05,-2.13024e-06,43559.6,4059.35
40 MV,690KHZ,43555.1,4034.75,2.27551e-05,-2.10454e-06,43569.7,4058.01
40 MV,690KHZ,43732.2,5.39717,2.27651e-05,-2.12486e-06,43529.1,4042.09
40 MV,690KHZ,43741.1,5.29594,2.27723e-05,-2.10533e-06,43535.7,4032.7
40 MV,690KHZ,43752.0,5.26443,2.2765e-05,-2.12206e-06,43527.7,4046.76
40 MV,690KHZ,43758.8,5.30382,2.27551e-05,-2.11803e-06,43550.7,4039.97
40 MV,690KHZ,43717.1,5.35687,2.2759e-05,-2.11291e-06,43557.8,4089.31
40 MV,690KHZ,43740.5,5.35928,2.27846e-05,-2.11181e-06,43581.4,4067.96
40 MV,690KHZ,43766.3,5.35272,2.2772e-05,-2.10668e-06,43565.8,4056.33
40 MV,700KHZ,43704.2,5.32723,2.27843e-05,-2.11862e-06,43547.6,4096.52
40 MV,700KHZ,43744.6,5.27753,2.27544e-05,-2.1337e-06,43576.7,4041.76
40 MV,700KHZ,43714.5,5.30554,2.27657e-05,-2.13063e-06,43554.5,4051.81
40 MV,700KHZ,43735.6,5.32406,2.27586e-05,-2.11958e-06,43589.3,4023.3
40 MV,700KHZ,43771.0,5.3572,2.27657e-05,-2.11474e-06,43578.4,4074.35
40 MV,700KHZ,43711.3,5.32851,2.27602e-05,-2.12901e-06,43596.0,4058.12
40 MV,700KHZ,43748.1,5.33566,2.27631e-05,-2.12431e-06,43561.5,4056.85
40 MV,700KHZ,43744.3,5.3146,2.27699e-05,-2.13209e-06,43545.7,4055.63
40 MV,710KHZ,43724.3,5.29633,2.27533e-05,-2.11393e-06,43552.8,4043.91
40 MV,710KHZ,43774.7,5.3053,2.27613e-05,-2.12287e-06,43582.4,4039.93
40 MV,710KHZ,43769.5,5.35696,2.27423e-05,-2.11859e-06,43584.6,4056.49
40 MV,710KHZ,43779.2,5.35445,2.27545e-05,-2.11872e-06,43575.5,4056.08
40 MV,710KHZ,43772.7,5.2993,2.27523e-05,-2.11627e-06,43567.4,4092.39
40 MV,710KHZ,43724.3,5.35709,2.27364e-05,-2.11671e-06,43579.2,4063.63
40 MV,710KHZ,43751.1,5.31007,2.27603e-05,-2.1268e-06,43588.5,4073.0
40 MV,710KHZ,43750.2,5.30705,2.27507e-05,-2.13292e-06,43576.1,4055.64
40 MV,720KHZ,43743.8,5.31304,2.27478e-05,-2.10771e-06,43573.5,4059.96
40 MV,720KHZ,43817.4,5.3021,2.27582e-05,-2.12084e-06,43581.2,4044.47
40 MV,720KHZ,43777.1,5.33913,2.27511e-05,-2.11706e-06,43577.2,4026.49
40 MV,720KHZ,43724.2,5.33289,2.27513e-05,-2.1272e-06,43567.4,4011.16
40 MV,720KHZ,43788.3,5.31874,2.2746e-05,-2.11057e-06,43562.9,4063.4
40 MV,720KHZ,43768.4,5.32901,2.27405e-05,-2.13443e-06,43592.3,4057.98
40 MV,720KHZ,43763.1,5.28495,2.27521e-05,-2.1309e-06,43595.5,4033.33
40 MV,720KHZ,43775.0,5.3418,2.27374e-05,-2.10772e-06,43610.9,4035.25
40 MV,730KHZ,43735.8,5.32316,2.27378e-05,-2.12325e-06,43577.6,4039.77
40 MV,730KHZ,43732.2,5.32735,2.27435e-05,-2.12631e-06,43587.6,4047.77
40 MV,730KHZ,43790.9,5.29013,2.27434e-05,-2.1253e-06,43562.1,4050.03
40 MV,730KHZ,43784.9,5.34201,2.27547e-05,-2.12175e-06,43560.5,4052.34
40 MV,730KHZ,43811.1,5.3365,2.2732e-05,-2.114e-06,43565.5,4055.64
40 MV,730KHZ,43820.0,5.30515,2.27346e-05,-2.10451e-06,43591.2,4056.95
40 MV,730KHZ,43797.3,5.37541,2.27314e-05,-2.10453e-06,43594.3,4069.5
40 MV,730KHZ,43787.9,5.31759,2.27442e-05,-2.10959e-06,43583.7,4016.8
40 MV,740KHZ,48442.4,15.5587,1.99685e-05,-5.58132e-06,46608.8,12864.5
40 MV,740KHZ,48380.0,15.5843,1.99513e-05,-5.62616e-06,46635.9,12892.8
40 MV,740KHZ,48415.6,15.6709,1.9946e-05,-5.50349e-06,46627.0,13033.4
40 MV,740KHZ,48336.0,15.6475,1.99405e-05,-5.4995e-06,46670.1,13014.6
40 MV,740KHZ,48354.7,15.5445,1.99067e-05,-5.51002e-06,46521.2,13096.0
40 MV,740KHZ,48384.2,15.4536,1.98817e-05,-5.55537e-06,46515.9,12973.7
40 MV,740KHZ,48387.2,15.3878,1.99109e-05,-5.59256e-06,46525.4,13008.8
40 MV,740KHZ,48390.2,15.3516,1.99469e-05,-5.571e-06,46581.1,12839.4
40 MV,750KHZ,48315.1,15.4128,1.99199e-05,-5.52278e-06,46493.7,12970.9
40 MV,750KHZ,48345.3,15.3935,1.99052e-05,-5.57917e-06,46512.0,12882.9
40 MV,750KHZ,48454.4,15.5376,1.99286e-05,-5.57903e-06,46620.6,12879.3
40 MV,750KHZ,48408.6,15.6007,1.99372e-05,-5.57593e-06,46696.1,12921.5
40 MV,750KHZ,48403.5,15.6882,1.99201e-05,-5.53222e-06,46655.9,13040.4
40 MV,750KHZ,48325.4,15.7742,1.99043e-05,-5.50269e-06,46742.4,13040.7
40 MV,750KHZ,48275.2,15.6415,1.98907e-05,-5.47868e-06,46629.3,13081.7
40 MV,750KHZ,48382.1,15.3805,1.98825e-05,-5.50241e-06,46522.1,13060.6
40 MV,760KHZ,48442.4,15.5017,1.99164e-05,-5.59854e-06,46701.0,12948.9
40 MV,760KHZ,48409.0,15.6157,1.99314e-05,-5.5344e-06,46691.1,12892.9
40 MV,760KHZ,48393.3,15.6935,1.99068e-05,-5.52178e-06,46676.0,12955.8
40 MV,760KHZ,48329.3,15.6003,1.98913e-05,-5.47725e-06,46584.8,13104.0
40 MV,760KHZ,48378.7,15.5417,1.99035e-05,-5.5156e-06,46533.8,13070.7
40 MV,760KHZ,48374.1,15.4444,1.98617e-05,-5.57514e-06,46535.2,13067.4
40 MV,760KHZ,48385.5,15.347,1.98843e-05,-5.58748e-06,46594.2,13031.1
40 MV,760KHZ,48400.4,15.3962,1.98956e-05,-5.59238e-06,46590.9,12909.1
40 MV,770KHZ,48398.1,15.6064,1.99284e-05,-5.56038e-06,46689.6,12948.4
40 MV,770KHZ,48345.0,15.7321,1.99138e-05,-5.50372e-06,46651.8,13008.5
40 MV,770KHZ,48348.9,15.5193,1.98953e-05,-5.4931e-06,46685.9,13108.8
40 MV,770KHZ,48455.8,15.5121,1.98828e-05,-5.52578e-06,46651.2,13084.3
40 MV,770KHZ,48351.6,15.4157,1.99083e-05,-5.55202e-06,46535.3,12939.5
40 MV,770KHZ,48413.8,15.4074,1.99066e-05,-5.58727e-06,46637.2,12869.9
40 MV,770KHZ,48420.8,15.464,1.99362e-05,-5.55759e-06,46707.2,12826.4
40 MV,770KHZ,48396.8,15.617,1.99744e-05,-5.56938e-06,46737.2,12880.4
40 MV,780KHZ,48298.1,15.6205,1.98806e-05,-5.46839e-06,46566.9,13105.1
40 MV,780KHZ,48312.4,15.5481,1.98733e-05,-5.49375e-06,46505.4,13087.5
40 MV,780KHZ,48386.0,15.3758,1.98899e-05,-5.56634e-06,46509.8,13040.1
40 MV,780KHZ,48476.4,15.4197,1.99105e-05,-5.59601e-06,46594.0,12855.4
40 MV,780KHZ,48457.4,15.4557,1.99204e-05,-5.60285e-06,46597.8,12850.6
40 MV,780KHZ,48462.8,15.6345,1.99527e-05,-5.57531e-06,46648.1,12852.5
40 MV,780KHZ,48395.1,15.6911,1.99723e-05,-5.52117e-06,46721.9,12962.2
40 MV,780KHZ,48278.1,15.6732,1.9931e-05,-5.50051e-06,46691.5,12971.6
40 MV,790KHZ,48443.0,15.4571,1.98909e-05,-5.57035e-06,46713.6,12890.3
40 MV,790KHZ,48481.8,15.5459,1.99498e-05,-5.57906e-06,46788.0,12923.2
40 MV,790KHZ,48492.0,15.6541,1.99093e-05,-5.49324e-06,46706.6,12937.8
40 MV,790KHZ,48311.3,15.5666,1.98997e-05,-5.47333e-06,46650.5,13067.0
40 MV,790KHZ,48369.3,15.595,1.98738e-05,-5.49312e-06,46633.0,13059.7
40 MV,790KHZ,48381.8,15.4158,1.98618e-05,-5.52676e-06,46603.9,13123.3
40 MV,790KHZ,48448.0,15.383,1.98404e-05,-5.5417e-06,46622.0,13017.0
40 MV,790KHZ,48457.9,15.4094,1.98633e-05,-5.59786e-06,46666.9,12871.7
40 MV,800KHZ,48446.1,15.6138,1.98889e-05,-5.49578e-06,46696.4,12931.1
40 MV,800KHZ,48390.7,15.5349,1.98899e-05,-5.47017e-06,46734.9,13063.1
40 MV,800KHZ,48353.1,15.4706,1.98694e-05,-5.49863e-06,46686.7,13053.4
40 MV,800KHZ,48422.7,15.453,1.98656e-05,-5.53249e-06,46504.9,13045.2
40 MV,800KHZ,48459.8,15.3641,1.98816e-05,-5.55862e-06,46670.8,12947.8
40 MV,800KHZ,48531.9,15.5206,1.98795e-05,-5.57062e-06,46635.4,12915.4
40 MV,800KHZ,48455.7,15.4913,1.98779e-05,-5.55432e-06,46709.3,12863.4
40 MV,800KHZ,48400.2,15.6408,1.99031e-05,-5.51898e-06,46749.9,12867.2
40 MV,810KHZ,48358.1,15.4146,1.98537e-05,-5.5362e-06,46605.4,13005.0
40 MV,810KHZ,48505.3,15.477,1.98688e-05,-5.58218e-06,46727.6,12933.6
40 MV,810KHZ,48552.8,15.4418,1.98616e-05,-5.5643e-06,46608.9,12888.3
40 MV,810KHZ,48531.1,15.5804,1.99353e-05,-5.58752e-06,46769.0,12886.5
40 MV,810KHZ,48491.9,15.6529,1.99284e-05,-5.52031e-06,46739.5,12920.1
40 MV,810KHZ,48475.2,15.6927,1.9908e-05,-5.50115e-06,46710.4,12997.5
40 MV,810KHZ,48392.5,15.6175,1.9824e-05,-5.47661e-06,46633.6,13177.4
40 MV,810KHZ,48378.9,15.4022,1.98518e-05,-5.53404e-06,46594.0,13041.0
40 MV,820KHZ,48558.3,15.5052,1.99097e-05,-5.59772e-06,46737.5,12907.9
40 MV,820KHZ,48593.2,15.669,1.9905e-05,-5.54658e-06,46779.3,12873.0
40 MV,820KHZ,48479.8,15.6828,1.99441e-05,-5.52002e-06,46789.2,12883.5
40 MV,820KHZ,48381.2,15.5868,1.9911e-05,-5.48441e-06,46711.2,12999.9
40 MV,820KHZ,48411.3,15.5003,1.9856e-05,-5.47508e-06,46714.4,13084.8
40 MV,820KHZ,48424.1,15.4877,1.98182e-05,-5.49947e-06,46630.8,13130.4
40 MV,820KHZ,48413.3,15.4142,1.98607e-05,-5.57331e-06,46620.7,12989.2
40 MV,820KHZ,48481.4,15.3951,1.98589e-05,-5.54754e-06,46674.0,12899.6
40 MV,830KHZ,48510.1,15.2922,1.98409e-05,-5.55984e-06,46632.7,13006.0
40 MV,830KHZ,48552.9,15.4355,1.98858e-05,-5.60094e-06,46687.2,12837.4
40 MV,830KHZ,48593.0,15.5354,1.98912e-05,-5.58624e-06,46823.2,12866.1
40 MV,830KHZ,48474.6,15.6437,1.99106e-05,-5.53318e-06,46783.8,12962.0
40 MV,830KHZ,48411.6,15.6493,1.98865e-05,-5.4704e-06,46740.1,13030.1
40 MV,830KHZ,48410.9,15.5481,1.99005e-05,-5.47903e-06,46748.0,12965.0
40 MV,830KHZ,48380.5,15.59,1.99084e-05,-5.49188e-06,46709.5,13027.1
40 MV,830KHZ,48323.4,15.5296,1.98304e-05,-5.50537e-06,46602.9,13047.2
40 MV,840KHZ,48480.1,15.6504,1.98769e-05,-5.48282e-06,46686.3,13058.2
40 MV,840KHZ,48445.9,15.4522,1.98662e-05,-5.50342e-06,46659.2,13055.7
40 MV,840KHZ,48521.2,15.4935,1.98274e-05,-5.48455e-06,46629.6,13121.8
40 MV,840KHZ,48545.6,15.3905,1.98418e-05,-5.56204e-06,46730.6,12970.2
40 MV,840KHZ,48634.1,15.4426,1.98503e-05,-5.54943e-06,46772.6,12887.9
40 MV,840KHZ,48547.0,15.536,1.98801e-05,-5.54517e-06,46844.9,12851.3
40 MV,840KHZ,48602.9,15.6188,1.99245e-05,-5.53378e-06,46856.4,12983.1
40 MV,840KHZ,48416.9,15.7148,1.99016e-05,-5.48851e-06,46740.9,13020.6
40 MV,850KHZ,48415.8,15.6394,1.98625e-05,-5.47433e-06,46716.3,13106.3
40 MV,850KHZ,48507.7,15.5151,1.98391e-05,-5.48608e-06,46663.3,13075.5
40 MV,850KHZ,48573.9,15.4439,1.97961e-05,-5.5367e-06,46645.4,13091.3
40 MV,850KHZ,48586.0,15.5058,1.98515e-05,-5.57933e-06,46721.4,12992.4
40 MV,850KHZ,48626.2,15.4943,1.98622e-05,-5.58135e-06,46664.4,12917.0
40 MV,850KHZ,48610.2,15.5983,1.99359e-05,-5.55122e-06,46732.7,12853.5
40 MV,850KHZ,48524.9,15.6333,1.99051e-05,-5.5148e-06,46773.3,12901.6
40 MV,850KHZ,48492.6,15.6642,1.98965e-05,-5.48241e-06,46779.5,13014.7
40 MV,860KHZ,48536.4,15.6779,1.98738e-05,-5.50117e-06,46700.5,13063.9
40 MV,860KHZ,48434.1,15.5783,1.9854e-05,-5.49829e-06,46716.7,13095.9
40 MV,860KHZ,48513.8,15.4487,1.98073e-05,-5.50425e-06,46638.8,13057.7
40 MV,860KHZ,48631.2,15.5052,1.98513e-05,-5.53905e-06,46675.7,12956.2
40 MV,860KHZ,48575.4,15.4967,1.98506e-05,-5.57936e-06,46709.9,12868.6
40 MV,860KHZ,48622.1,15.4467,1.98638e-05,-5.55417e-06,46805.2,12888.7
40 MV,860KHZ,48533.3,15.6827,1.98956e-05,-5.49449e-06,46907.6,13030.8
40 MV,860KHZ,48537.2,15.6923,1.98276e-05,-5.49146e-06,46760.7,13098.9
40 MV,870KHZ,48477.6,15.6249,1.98492e-05,-5.49545e-06,46678.1,13110.7
40 MV,870KHZ,48462.3,15.4692,1.98374e-05,-5.47199e-06,46710.8,13048.9
40 MV,870KHZ,48538.8,15.4654,1.98435e-05,-5.51742e-06,46699.0,12939.7
40 MV,870KHZ,48603.6,15.4882,1.98608e-05,-5.58479e-06,46729.8,12875.4
40 MV,870KHZ,48671.5,15.5183,1.98513e-05,-5.56545e-06,46848.3,12957.4
40 MV,870KHZ,48601.6,15.6723,1.98688e-05,-5.54509e-06,46854.6,12899.7
40 MV,870KHZ,48576.5,15.7664,1.9878e-05,-5.50142e-06,46805.5,13034.1
40 MV,870KHZ,48377.2,15.6968,1.98381e-05,-5.46165e-06,46671.0,13010.2
40 MV,880KHZ,48432.9,15.6545,1.98623e-05,-5.48501e-06,46720.4,13052.8
40 MV,880KHZ,48517.3,15.4921,1.98826e-05,-5.47029e-06,46752.2,13104.9
40 MV,880KHZ,48404.5,15.4823,1.98067e-05,-5.46464e-06,46686.0,13065.8
40 MV,880KHZ,48619.4,15.3999,1.98284e-05,-5.53763e-06,46700.1,12984.4
40 MV,880KHZ,48634.1,15.3128,1.98241e-05,-5.5662e-06,46790.9,12997.3
40 MV,880KHZ,48738.9,15.5359,1.98459e-05,-5.57411e-06,46809.3,12912.7
40 MV,880KHZ,48651.1,15.5596,1.98527e-05,-5.56275e-06,46896.2,12942.1
40 MV,880KHZ,48637.4,15.7422,1.98984e-05,-5.51125e-06,46828.9,12974.1
40 MV,890KHZ,52006.6,39.7461,1.46359e-05,-1.24101e-05,40024.2,33581.8
40 MV,890KHZ,52027.6,39.6667,1.46767e-05,-1.23873e-05,39996.1,33589.0
40 MV,890KHZ,52155.5,39.7474,1.46752e-05,-1.24109e-05,39810.9,33657.8
40 MV,890KHZ,52163.8,39.7702,1.47397e-05,-1.23683e-05,39833.8,33721.0
40 MV,890KHZ,52252.4,39.7868,1.47792e-05,-1.22868e-05,39723.9,33651.7
40 MV,890KHZ,52269.7,39.7532,1.47257e-05,-1.23037e-05,39617.4,33599.5
