Voltage,Frequency,Impedance,Phase,Conductance,Susceptance,Resistance,Reactance
130 MV,360KHZ,40663.6,-3.85328,2.45379e-05,1.64646e-06,40569.7,-2719.39
130 MV,360KHZ,40658.6,-3.84188,2.45405e-05,1.64977e-06,40566.6,-2727.33
130 MV,360KHZ,40657.6,-3.84706,2.45352e-05,1.64657e-06,40561.6,-2729.22
130 MV,370KHZ,41888.6,-3.82943,2.3865e-05,1.60665e-06,41790.5,-2810.88
130 MV,370KHZ,41814.5,-3.83412,2.3828e-05,1.61405e-06,41734.4,-2787.72
130 MV,370KHZ,41855.5,-3.88058,2.38441e-05,1.5827e-06,41746.0,-2829.22
130 MV,370KHZ,41871.0,-3.79721,2.38512e-05,1.62463e-06,41780.6,-2772.66
130 MV,370KHZ,41819.6,-3.89049,2.38175e-05,1.57809e-06,41710.1,-2823.31
130 MV,370KHZ,41896.2,-3.81815,2.38673e-05,1.60878e-06,41791.3,-2809.54
130 MV,370KHZ,41804.6,-3.84604,2.38199e-05,1.60439e-06,41742.9,-2790.52
130 MV,370KHZ,41867.9,-3.87627,2.3846e-05,1.58709e-06,41755.4,-2850.39
130 MV,380KHZ,41871.0,-3.88223,2.38554e-05,1.5935e-06,41763.8,-2839.38
130 MV,380KHZ,41850.0,-3.79356,2.38415e-05,1.62556e-06,41776.5,-2776.54
130 MV,380KHZ,41821.8,-3.89786,2.38251e-05,1.58353e-06,41723.2,-2833.73
130 MV,380KHZ,41883.7,-3.80843,2.38605e-05,1.61845e-06,41802.0,-2793.94
130 MV,380KHZ,41805.3,-3.85551,2.38185e-05,1.59988e-06,41719.3,-2790.19
130 MV,380KHZ,41883.4,-3.84075,2.38608e-05,1.59831e-06,41769.1,-2824.78
130 MV,380KHZ,41835.9,-3.81378,2.38374e-05,1.624e-06,41765.5,-2773.16
130 MV,380KHZ,41835.5,-3.89217,2.38359e-05,1.58446e-06,41726.9,-2838.67
130 MV,390KHZ,41863.4,-3.89055,2.38488e-05,1.59053e-06,41752.4,-2835.23
130 MV,390KHZ,41854.1,-3.80045,2.38497e-05,1.627e-06,41777.9,-2779.5
130 MV,390KHZ,41814.0,-3.89898,2.38202e-05,1.58542e-06,41713.4,-2831.14
130 MV,390KHZ,41898.6,-3.82003,2.38691e-05,1.61418e-06,41803.5,-2812.4
130 MV,390KHZ,41806.8,-3.84743,2.38197e-05,1.60783e-06,41730.7,-2790.83
130 MV,390KHZ,41868.2,-3.87231,2.38468e-05,1.59182e-06,41756.8,-2837.79
130 MV,390KHZ,41848.6,-3.79931,2.38495e-05,1.62187e-06,41779.9,-2773.74
130 MV,390KHZ,41830.4,-3.89369,2.38241e-05,1.58553e-06,41711.3,-2841.45
130 MV,400KHZ,41809.3,-3.86875,2.3817e-05,1.59584e-06,41713.3,-2798.61
130 MV,400KHZ,41883.6,-3.84404,2.38669e-05,1.60251e-06,41785.7,-2830.49
130 MV,400KHZ,41813.6,-3.82674,2.38273e-05,1.6173e-06,41747.7,-2779.43
130 MV,400KHZ,41849.0,-3.88573,2.38332e-05,1.58461e-06,41742.4,-2849.82
130 MV,400KHZ,41871.3,-3.79983,2.38592e-05,1.6246e-06,41791.4,-2781.45
130 MV,400KHZ,41810.8,-3.87289,2.38188e-05,1.5894e-06,41706.2,-2822.71
130 MV,400KHZ,41890.2,-3.83457,2.38603e-05,1.61051e-06,41794.1,-2818.43
130 MV,400KHZ,41822.0,-3.82456,2.38299e-05,1.60892e-06,41739.7,-2787.92
130 MV,410KHZ,41813.3,-3.8546,2.38211e-05,1.60594e-06,41733.7,-2786.86
130 MV,410KHZ,41870.5,-3.88111,2.38448e-05,1.59363e-06,41745.5,-2835.7
130 MV,410KHZ,41860.9,-3.80139,2.38539e-05,1.63019e-06,41782.5,-2782.19
130 MV,410KHZ,41813.1,-3.88609,2.38233e-05,1.58497e-06,41723.9,-2834.95
130 MV,410KHZ,41892.9,-3.82751,2.38627e-05,1.60918e-06,41806.4,-2817.38
130 MV,410KHZ,41808.4,-3.85277,2.3817e-05,1.60281e-06,41725.0,-2798.58
130 MV,410KHZ,41883.6,-3.87541,2.38497e-05,1.59295e-06,41763.8,-2841.7
130 MV,410KHZ,41849.8,-3.80958,2.38436e-05,1.62514e-06,41775.4,-2775.66
130 MV,420KHZ,41875.9,-3.7994,2.38541e-05,1.62568e-06,41793.6,-2782.75
130 MV,420KHZ,41803.2,-3.88886,2.3816e-05,1.59379e-06,41719.3,-2820.06
130 MV,420KHZ,41893.4,-3.82183,2.38626e-05,1.61039e-06,41797.7,-2815.43
130 MV,420KHZ,41821.6,-3.83312,2.38247e-05,1.62121e-06,41730.7,-2795.0
130 MV,420KHZ,41875.0,-3.89236,2.38438e-05,1.59551e-06,41756.3,-2833.25
130 MV,420KHZ,41857.3,-3.81125,2.38466e-05,1.62661e-06,41789.9,-2778.25
130 MV,420KHZ,41824.5,-3.90237,2.38213e-05,1.58814e-06,41707.0,-2844.42
130 MV,420KHZ,41903.4,-3.83177,2.38619e-05,1.61758e-06,41802.6,-2800.95
130 MV,430KHZ,41835.9,-3.89972,2.38275e-05,1.58155e-06,41726.2,-2842.68
130 MV,430KHZ,41890.2,-3.80548,2.3861e-05,1.62071e-06,41800.7,-2790.93
130 MV,430KHZ,41806.3,-3.88236,2.3811e-05,1.6002e-06,41716.4,-2815.95
130 MV,430KHZ,41895.8,-3.8539,2.38613e-05,1.60443e-06,41781.7,-2833.65
130 MV,430KHZ,41819.1,-3.8279,2.383e-05,1.61711e-06,41751.7,-2784.05
130 MV,430KHZ,41858.7,-3.89879,2.38364e-05,1.58788e-06,41733.9,-2845.28
130 MV,430KHZ,41880.6,-3.81408,2.38549e-05,1.62941e-06,41795.8,-2792.68
130 MV,430KHZ,41817.9,-3.88829,2.3813e-05,1.58915e-06,41711.0,-2828.72
130 MV,440KHZ,41840.3,-3.82777,2.38339e-05,1.62575e-06,41763.2,-2782.6
130 MV,440KHZ,41844.7,-3.91,2.38287e-05,1.58196e-06,41735.9,-2858.3
130 MV,440KHZ,41892.7,-3.81238,2.38555e-05,1.63042e-06,41802.1,-2796.48
130 MV,440KHZ,41808.2,-3.88961,2.38168e-05,1.59809e-06,41721.3,-2829.11
130 MV,440KHZ,41884.9,-3.85285,2.38621e-05,1.60596e-06,41787.6,-2835.41
130 MV,440KHZ,41825.0,-3.83064,2.3825e-05,1.62142e-06,41753.8,-2785.31
130 MV,440KHZ,41866.6,-3.89055,2.38328e-05,1.58825e-06,41742.4,-2847.78
130 MV,440KHZ,41877.6,-3.7991,2.38524e-05,1.62523e-06,41802.8,-2791.77
130 MV,450KHZ,43448.6,-3.4427,2.29807e-05,1.39883e-06,43340.9,-2643.9
130 MV,450KHZ,43430.9,-3.47414,2.29814e-05,1.38593e-06,43349.1,-2630.19
130 MV,450KHZ,43426.6,-3.49313,2.29856e-05,1.40023e-06,43358.9,-2617.52
130 MV,450KHZ,43430.1,-3.44232,2.29866e-05,1.38928e-06,43340.1,-2661.05
130 MV,450KHZ,43423.7,-3.50636,2.2977e-05,1.38977e-06,43355.3,-2625.88
130 MV,450KHZ,43436.2,-3.49311,2.29767e-05,1.40026e-06,43360.9,-2636.49
130 MV,450KHZ,43443.3,-3.44357,2.29822e-05,1.39367e-06,43351.6,-2643.44
130 MV,450KHZ,43438.1,-3.51776,2.29755e-05,1.393e-06,43361.3,-2626.09
130 MV,460KHZ,43448.4,-3.43057,2.29814e-05,1.38969e-06,43348.0,-2638.89
130 MV,460KHZ,43427.9,-3.50293,2.29779e-05,1.39519e-06,43355.7,-2626.44
130 MV,460KHZ,43438.1,-3.47842,2.29843e-05,1.402e-06,43355.3,-2646.45
130 MV,460KHZ,43441.1,-3.46348,2.29822e-05,1.39391e-06,43352.9,-2639.58
130 MV,460KHZ,43431.6,-3.51727,2.29808e-05,1.39629e-06,43364.9,-2628.13
130 MV,460KHZ,43434.4,-3.45845,2.29823e-05,1.40021e-06,43358.6,-2647.76
130 MV,460KHZ,43437.7,-3.46577,2.29763e-05,1.39195e-06,43351.5,-2636.33
130 MV,460KHZ,43436.7,-3.50104,2.2983e-05,1.40346e-06,43359.1,-2625.68
130 MV,470KHZ,43441.8,-3.47872,2.29764e-05,1.39313e-06,43360.5,-2630.58
130 MV,470KHZ,43430.0,-3.48998,2.29806e-05,1.40326e-06,43365.5,-2633.37
130 MV,470KHZ,43433.1,-3.44182,2.2983e-05,1.39832e-06,43349.3,-2646.42
130 MV,470KHZ,43431.2,-3.49448,2.29762e-05,1.39263e-06,43357.5,-2626.03
130 MV,470KHZ,43438.9,-3.49023,2.29809e-05,1.40459e-06,43361.2,-2640.16
130 MV,470KHZ,43435.0,-3.44467,2.29797e-05,1.39444e-06,43341.8,-2645.97
130 MV,470KHZ,43441.9,-3.49824,2.29751e-05,1.39384e-06,43364.1,-2623.32
130 MV,470KHZ,43428.2,-3.47931,2.29796e-05,1.40232e-06,43351.0,-2639.42
130 MV,480KHZ,43428.3,-3.51427,2.29739e-05,1.39609e-06,43355.4,-2623.79
130 MV,480KHZ,43442.5,-3.4946,2.2986e-05,1.40216e-06,43358.7,-2642.86
130 MV,480KHZ,43442.0,-3.46662,2.29753e-05,1.38544e-06,43349.6,-2640.34
130 MV,480KHZ,43442.7,-3.51152,2.29773e-05,1.40259e-06,43372.0,-2628.39
130 MV,480KHZ,43423.9,-3.45284,2.29825e-05,1.40394e-06,43352.8,-2638.09
130 MV,480KHZ,43439.0,-3.48816,2.29762e-05,1.39539e-06,43354.7,-2635.66
130 MV,480KHZ,43441.6,-3.51138,2.29822e-05,1.40185e-06,43365.2,-2630.42
130 MV,480KHZ,43435.5,-3.45443,2.29774e-05,1.394e-06,43356.8,-2642.55
130 MV,490KHZ,43876.2,-3.26802,2.27564e-05,1.29718e-06,43800.8,-2498.56
130 MV,490KHZ,43873.0,-3.26321,2.27545e-05,1.2993e-06,43803.2,-2496.65
130 MV,490KHZ,43872.5,-3.27195,2.27549e-05,1.29994e-06,43804.9,-2504.93
130 MV,490KHZ,43875.1,-3.26945,2.27546e-05,1.29974e-06,43803.6,-2500.61
130 MV,490KHZ,43878.7,-3.27178,2.2753e-05,1.30323e-06,43795.6,-2510.07
130 MV,490KHZ,43871.4,-3.26474,2.27533e-05,1.29956e-06,43807.0,-2505.04
130 MV,490KHZ,43872.2,-3.26376,2.27549e-05,1.30051e-06,43809.5,-2510.19
130 MV,490KHZ,43866.3,-3.27163,2.27558e-05,1.30171e-06,43801.1,-2497.15
130 MV,500KHZ,43878.6,-3.27224,2.27553e-05,1.30099e-06,43798.2,-2505.1
130 MV,500KHZ,43873.6,-3.2705,2.2753e-05,1.29783e-06,43806.6,-2506.68
130 MV,500KHZ,43877.7,-3.26848,2.27569e-05,1.30066e-06,43801.9,-2505.05
130 MV,500KHZ,43870.8,-3.27392,2.27524e-05,1.30027e-06,43801.5,-2505.85
130 MV,500KHZ,43874.2,-3.27622,2.27538e-05,1.29994e-06,43805.8,-2500.27
130 MV,500KHZ,43874.7,-3.2753,2.2753e-05,1.30031e-06,43807.2,-2500.9
130 MV,500KHZ,43877.9,-3.26752,2.27554e-05,1.30009e-06,43800.4,-2500.34
130 MV,500KHZ,43872.4,-3.27588,2.27541e-05,1.30106e-06,43810.2,-2509.28
130 MV,510KHZ,43871.8,-3.27274,2.27538e-05,1.3057e-06,43802.1,-2505.22
130 MV,510KHZ,43869.4,-3.27346,2.27563e-05,1.30078e-06,43804.8,-2505.77
130 MV,510KHZ,43874.8,-3.2654,2.2756e-05,1.2998e-06,43800.7,-2502.22
130 MV,510KHZ,43869.6,-3.27467,2.27545e-05,1.30174e-06,43801.8,-2507.4
130 MV,510KHZ,43882.0,-3.2843,2.27543e-05,1.30087e-06,43807.4,-2502.55
130 MV,510KHZ,43876.2,-3.27304,2.27538e-05,1.30097e-06,43805.8,-2500.39
130 MV,510KHZ,43875.1,-3.28385,2.2757e-05,1.30184e-06,43804.8,-2506.82
130 MV,510KHZ,43879.2,-3.27426,2.27511e-05,1.30142e-06,43805.8,-2505.97
130 MV,520KHZ,43869.7,-3.27666,2.27529e-05,1.29966e-06,43805.7,-2503.85
130 MV,520KHZ,43875.7,-3.27168,2.27538e-05,1.30298e-06,43807.8,-2508.29
130 MV,520KHZ,43876.9,-3.2743,2.27557e-05,1.3001e-06,43807.4,-2499.14
130 MV,520KHZ,43878.0,-3.26997,2.27541e-05,1.30015e-06,43806.3,-2507.09
130 MV,520KHZ,43876.7,-3.27715,2.27553e-05,1.30087e-06,43799.2,-2507.15
130 MV,520KHZ,43873.4,-3.27533,2.27542e-05,1.29829e-06,43803.5,-2508.13
130 MV,520KHZ,43876.4,-3.27658,2.27519e-05,1.30424e-06,43803.5,-2502.2
130 MV,520KHZ,43871.5,-3.27111,2.27535e-05,1.30057e-06,43800.0,-2504.95
130 MV,530KHZ,43876.4,-3.27355,2.27535e-05,1.30246e-06,43802.5,-2510.14
130 MV,530KHZ,43878.4,-3.274,2.27542e-05,1.30179e-06,43803.5,-2508.98
130 MV,530KHZ,43870.0,-3.27169,2.27551e-05,1.3005e-06,43803.2,-2502.8
130 MV,530KHZ,43876.2,-3.26518,2.27551e-05,1.30304e-06,43797.2,-2508.89
130 MV,530KHZ,43871.0,-3.27672,2.2758e-05,1.30443e-06,43806.2,-2505.94
130 MV,530KHZ,43869.9,-3.27607,2.27538e-05,1.30236e-06,43802.0,-2507.75
130 MV,530KHZ,43871.2,-3.28023,2.27541e-05,1.3012e-06,43808.9,-2502.63
130 MV,530KHZ,43879.2,-3.279,2.27549e-05,1.30356e-06,43800.0,-2510.33
130 MV,540KHZ,43879.9,-3.28153,2.2753e-05,1.30446e-06,43805.5,-2509.58
130 MV,540KHZ,43877.0,-3.27733,2.2754e-05,1.30579e-06,43804.0,-2505.66
130 MV,540KHZ,43873.7,-3.27182,2.27543e-05,1.3046e-06,43807.4,-2512.4
130 MV,540KHZ,43874.6,-3.27453,2.27569e-05,1.30261e-06,43802.7,-2500.9
130 MV,540KHZ,43880.6,-3.28851,2.27568e-05,1.30422e-06,43804.2,-2508.23
130 MV,540KHZ,43875.1,-3.28508,2.27536e-05,1.30318e-06,43807.1,-2508.26
130 MV,540KHZ,43873.5,-3.27968,2.27561e-05,1.30328e-06,43802.6,-2514.45
130 MV,540KHZ,43871.1,-3.26839,2.27529e-05,1.30374e-06,43801.6,-2506.49
130 MV,550KHZ,46411.0,-1.16372,2.15146e-05,4.57843e-07,46440.2,-993.693
130 MV,550KHZ,46416.9,-1.15674,2.15332e-05,4.46508e-07,46448.4,-1000.59
130 MV,550KHZ,46421.1,-1.19529,2.15347e-05,4.37703e-07,46455.5,-982.337
130 MV,550KHZ,46433.9,-1.21494,2.15455e-05,4.41585e-07,46432.4,-968.851
130 MV,550KHZ,46442.5,-1.21713,2.15457e-05,4.43556e-07,46418.2,-949.073
130 MV,550KHZ,46456.4,-1.21703,2.15362e-05,4.51953e-07,46394.6,-949.634
130 MV,550KHZ,46470.4,-1.20743,2.15258e-05,4.63292e-07,46405.9,-959.384
130 MV,550KHZ,46452.6,-1.20203,2.15129e-05,4.58114e-07,46399.7,-958.113
130 MV,560KHZ,46467.6,-1.23759,2.15256e-05,4.53669e-07,46391.4,-927.966
130 MV,560KHZ,46443.2,-1.19498,2.15205e-05,4.67876e-07,46420.0,-958.257
130 MV,560KHZ,46431.1,-1.15378,2.15186e-05,4.60863e-07,46424.2,-996.313
130 MV,560KHZ,46432.3,-1.15805,2.1516e-05,4.4259e-07,46436.3,-999.998
130 MV,560KHZ,46395.1,-1.18873,2.1521e-05,4.45714e-07,46460.3,-995.829
130 MV,560KHZ,46397.5,-1.17621,2.15396e-05,4.44737e-07,46464.6,-993.447
130 MV,560KHZ,46443.7,-1.20874,2.15435e-05,4.36123e-07,46433.5,-981.63
130 MV,560KHZ,46463.1,-1.2414,2.1538e-05,4.4678e-07,46404.2,-937.517
130 MV,570KHZ,46459.2,-1.22761,2.15361e-05,4.42156e-07,46418.7,-952.765
130 MV,570KHZ,46457.5,-1.2418,2.15316e-05,4.48403e-07,46412.7,-947.522
130 MV,570KHZ,46453.5,-1.22767,2.15206e-05,4.58623e-07,46400.7,-962.414
130 MV,570KHZ,46441.2,-1.20227,2.152e-05,4.65772e-07,46416.1,-964.698
130 MV,570KHZ,46425.5,-1.16662,2.15227e-05,4.57179e-07,46428.4,-1003.67
130 MV,570KHZ,46420.8,-1.17364,2.15218e-05,4.45146e-07,46447.3,-997.848
130 MV,570KHZ,46425.1,-1.18998,2.15204e-05,4.46596e-07,46453.3,-986.021
130 MV,570KHZ,46416.9,-1.19455,2.15398e-05,4.4204e-07,46472.1,-981.981
130 MV,580KHZ,46476.4,-1.21245,2.15253e-05,4.5623e-07,46386.0,-963.96
130 MV,580KHZ,46465.3,-1.19746,2.15106e-05,4.56634e-07,46404.4,-964.671
130 MV,580KHZ,46424.9,-1.18024,2.15125e-05,4.59749e-07,46437.9,-982.638
130 MV,580KHZ,46408.3,-1.15935,2.15254e-05,4.54152e-07,46457.4,-1007.79
130 MV,580KHZ,46423.9,-1.17528,2.15287e-05,4.37213e-07,46449.7,-1005.07
130 MV,580KHZ,46426.3,-1.20533,2.15311e-05,4.43219e-07,46452.5,-975.483
130 MV,580KHZ,46417.5,-1.22172,2.15424e-05,4.46926e-07,46435.3,-966.496
130 MV,580KHZ,46453.1,-1.22737,2.15405e-05,4.47904e-07,46423.3,-956.798
130 MV,590KHZ,46432.1,-1.17636,2.15128e-05,4.60554e-07,46414.8,-994.601
130 MV,590KHZ,46411.4,-1.17115,2.15222e-05,4.5094e-07,46456.8,-996.508
130 MV,590KHZ,46411.4,-1.17868,2.15314e-05,4.42788e-07,46465.2,-1000.92
130 MV,590KHZ,46427.3,-1.18974,2.15418e-05,4.38565e-07,46444.4,-986.678
130 MV,590KHZ,46440.7,-1.22556,2.15387e-05,4.40412e-07,46439.6,-957.162
130 MV,590KHZ,46468.1,-1.24617,2.15372e-05,4.48023e-07,46422.4,-948.827
130 MV,590KHZ,46477.2,-1.24145,2.1527e-05,4.61566e-07,46399.7,-953.669
130 MV,590KHZ,46455.5,-1.21995,2.15209e-05,4.66938e-07,46399.3,-969.645
130 MV,600KHZ,46422.4,-1.18149,2.15189e-05,4.55888e-07,46442.9,-986.408
130 MV,600KHZ,46409.5,-1.17251,2.15256e-05,4.53546e-07,46472.5,-999.498
130 MV,600KHZ,46427.6,-1.17963,2.15445e-05,4.40343e-07,46445.4,-1022.88
130 MV,600KHZ,46442.2,-1.23217,2.15357e-05,4.37828e-07,46435.6,-972.678
130 MV,600KHZ,46452.0,-1.25237,2.15338e-05,4.48866e-07,46440.8,-953.531
130 MV,600KHZ,46473.4,-1.22834,2.15359e-05,4.63365e-07,46418.4,-955.088
130 MV,600KHZ,46486.7,-1.21472,2.15279e-05,4.62747e-07,46381.0,-957.334
130 MV,600KHZ,46469.5,-1.21553,2.15132e-05,4.67412e-07,46405.5,-962.952
130 MV,610KHZ,46422.3,-1.17829,2.15236e-05,4.54301e-07,46450.8,-1012.95
130 MV,610KHZ,46438.8,-1.17248,2.15293e-05,4.41043e-07,46464.8,-1006.99
130 MV,610KHZ,46428.3,-1.19808,2.15356e-05,4.39935e-07,46454.1,-996.35
130 MV,610KHZ,46431.6,-1.22602,2.15405e-05,4.44434e-07,46449.2,-967.923
130 MV,610KHZ,46452.5,-1.2426,2.15368e-05,4.50361e-07,46440.0,-955.304
130 MV,610KHZ,46465.9,-1.22324,2.15336e-05,4.58499e-07,46417.0,-952.561
130 MV,610KHZ,46482.6,-1.22147,2.15239e-05,4.59938e-07,46389.5,-960.188
130 MV,610KHZ,46459.7,-1.22272,2.15054e-05,4.68414e-07,46423.2,-959.856
130 MV,620KHZ,46433.7,-1.24913,2.15375e-05,4.51481e-07,46458.1,-970.499
130 MV,620KHZ,46467.4,-1.22094,2.15442e-05,4.51439e-07,46425.0,-990.008
130 MV,620KHZ,46498.4,-1.24562,2.15224e-05,4.54263e-07,46395.6,-946.02
130 MV,620KHZ,46454.4,-1.24337,2.15153e-05,4.68553e-07,46432.1,-959.822
130 MV,620KHZ,46443.7,-1.2005,2.15198e-05,4.73684e-07,46423.7,-980.883
130 MV,620KHZ,46431.8,-1.19083,2.15172e-05,4.56758e-07,46429.2,-1000.08
130 MV,620KHZ,46431.7,-1.18802,2.1517e-05,4.50251e-07,46442.7,-994.086
130 MV,620KHZ,46416.3,-1.20188,2.15263e-05,4.52337e-07,46464.9,-997.215
130 MV,630KHZ,47717.2,0.270303,2.09432e-05,-8.73142e-08,47742.1,197.876
130 MV,630KHZ,47736.6,0.225078,2.09447e-05,-7.29768e-08,47719.7,175.362
130 MV,630KHZ,47709.3,0.199714,2.09565e-05,-6.64023e-08,47701.8,150.603
130 MV,630KHZ,47679.6,0.208472,2.09765e-05,-7.57124e-08,47672.5,194.778
130 MV,630KHZ,47658.8,0.252594,2.09872e-05,-9.32783e-08,47650.4,216.029
130 MV,630KHZ,47652.7,0.287647,2.09779e-05,-1.05484e-07,47671.2,238.6
130 MV,630KHZ,47686.7,0.304269,2.09635e-05,-1.07011e-07,47711.4,228.5
130 MV,630KHZ,47706.0,0.275614,2.09507e-05,-9.43046e-08,47741.6,199.76
130 MV,640KHZ,47732.2,0.260674,2.09468e-05,-7.81747e-08,47728.5,191.345
130 MV,640KHZ,47727.3,0.203062,2.09493e-05,-6.73498e-08,47718.5,161.57
130 MV,640KHZ,47690.8,0.192264,2.09672e-05,-7.08087e-08,47676.9,171.354
130 MV,640KHZ,47677.4,0.212986,2.09793e-05,-8.1694e-08,47650.3,200.472
130 MV,640KHZ,47658.5,0.265893,2.09865e-05,-9.98554e-08,47656.4,236.617
130 MV,640KHZ,47671.3,0.300034,2.09738e-05,-1.09555e-07,47677.6,244.505
130 MV,640KHZ,47693.1,0.304877,2.09556e-05,-1.03079e-07,47717.4,222.469
130 MV,640KHZ,47720.1,0.257052,2.09468e-05,-8.27716e-08,47739.7,177.827
130 MV,650KHZ,47722.2,0.177436,2.09618e-05,-6.69862e-08,47709.4,158.269
130 MV,650KHZ,47686.9,0.18561,2.09751e-05,-7.30586e-08,47658.8,173.333
130 MV,650KHZ,47666.4,0.229591,2.0988e-05,-9.24539e-08,47640.0,230.624
130 MV,650KHZ,47666.9,0.272893,2.09787e-05,-1.07263e-07,47663.5,261.815
130 MV,650KHZ,47685.4,0.300378,2.09699e-05,-1.06971e-07,47692.5,242.913
130 MV,650KHZ,47718.6,0.277448,2.09556e-05,-9.2723e-08,47722.1,212.527
130 MV,650KHZ,47739.9,0.23503,2.09507e-05,-7.7432e-08,47732.7,160.871
130 MV,650KHZ,47717.1,0.197927,2.0957e-05,-6.15456e-08,47698.5,153.51
130 MV,660KHZ,48628.8,1.47452,2.05624e-05,-5.30024e-07,48599.1,1251.71
130 MV,660KHZ,48610.7,1.47886,2.05647e-05,-5.27494e-07,48586.8,1239.78
130 MV,660KHZ,48608.0,1.4822,2.05669e-05,-5.28709e-07,48584.8,1237.73
130 MV,660KHZ,48608.8,1.45232,2.05681e-05,-5.2636e-07,48592.9,1252.22
130 MV,660KHZ,48607.2,1.46414,2.0561e-05,-5.30457e-07,48587.5,1248.02
130 MV,660KHZ,48624.4,1.4527,2.05714e-05,-5.29851e-07,48588.7,1254.03
130 MV,660KHZ,48618.7,1.48069,2.05648e-05,-5.27352e-07,48603.6,1245.23
130 MV,660KHZ,48606.2,1.4617,2.05593e-05,-5.28601e-07,48598.2,1251.12
130 MV,670KHZ,48607.8,1.45706,2.05668e-05,-5.27938e-07,48589.9,1239.24
130 MV,670KHZ,48608.4,1.47012,2.05651e-05,-5.33693e-07,48593.6,1257.98
130 MV,670KHZ,48609.0,1.46778,2.05621e-05,-5.25569e-07,48586.5,1250.75
130 MV,670KHZ,48586.2,1.46539,2.0566e-05,-5.24887e-07,48595.8,1255.67
130 MV,670KHZ,48622.4,1.46478,2.05604e-05,-5.27688e-07,48590.0,1239.89
130 MV,670KHZ,48620.2,1.45982,2.05664e-05,-5.27794e-07,48575.7,1240.97
130 MV,670KHZ,48618.1,1.46095,2.05623e-05,-5.27797e-07,48595.7,1240.18
130 MV,670KHZ,48608.1,1.47834,2.05707e-05,-5.25791e-07,48590.7,1243.87
130 MV,680KHZ,48625.6,1.45986,2.05677e-05,-5.23848e-07,48599.1,1253.87
130 MV,680KHZ,48610.5,1.46452,2.05632e-05,-5.26104e-07,48578.4,1243.13
130 MV,680KHZ,48593.9,1.45115,2.0568e-05,-5.21724e-07,48589.8,1246.02
130 MV,680KHZ,48599.2,1.47693,2.05668e-05,-5.2181e-07,48579.5,1250.08
130 MV,680KHZ,48613.5,1.45536,2.05716e-05,-5.26756e-07,48587.8,1243.46
130 MV,680KHZ,48610.5,1.46822,2.05672e-05,-5.2769e-07,48583.8,1240.54
130 MV,680KHZ,48613.7,1.47488,2.05639e-05,-5.24871e-07,48598.8,1247.11
130 MV,680KHZ,48607.9,1.46574,2.05656e-05,-5.314e-07,48595.1,1246.13
130 MV,690KHZ,48615.0,1.4774,2.0568e-05,-5.22543e-07,48591.8,1248.41
130 MV,690KHZ,48606.8,1.47694,2.05681e-05,-5.30257e-07,48587.5,1241.46
130 MV,690KHZ,48616.8,1.4612,2.05663e-05,-5.24507e-07,48595.3,1237.8
130 MV,690KHZ,48610.0,1.4779,2.05667e-05,-5.25545e-07,48605.2,1248.46
130 MV,690KHZ,48605.9,1.4521,2.05694e-05,-5.27552e-07,48588.7,1241.24
130 MV,690KHZ,48603.8,1.47426,2.05642e-05,-5.23843e-07,48594.2,1242.54
130 MV,690KHZ,48613.1,1.46678,2.05697e-05,-5.26679e-07,48587.9,1234.04
130 MV,690KHZ,48599.2,1.47558,2.05638e-05,-5.28196e-07,48594.0,1240.4
130 MV,700KHZ,48597.1,1253.2,2.05677e-05,-5.27478e-07,48582.6,1243.61
130 MV,700KHZ,48595.9,1.47268,2.05646e-05,-5.21933e-07,48582.4,1239.4
130 MV,700KHZ,48590.4,1.46007,2.05624e-05,-5.2563e-07,48590.2,1245.31
130 MV,700KHZ,48612.3,1.46831,2.05703e-05,-5.27105e-07,48584.6,1254.17
130 MV,700KHZ,48594.3,1.48284,2.05647e-05,-5.30491e-07,48582.4,1246.19
130 MV,700KHZ,48609.2,1.47343,2.05675e-05,-5.26573e-07,48588.0,1252.46
130 MV,700KHZ,48616.2,1.47442,2.05684e-05,-5.26756e-07,48593.3,1241.59
130 MV,700KHZ,48609.8,1.47036,2.0566e-05,-5.29075e-07,48588.2,1245.01
130 MV,710KHZ,48608.3,1.46309,2.05719e-05,-5.24091e-07,48591.0,1236.19
130 MV,710KHZ,48577.0,1.458,2.05674e-05,-5.26475e-07,48585.9,1241.0
130 MV,710KHZ,48597.6,1.4652,2.05679e-05,-5.27112e-07,48586.3,1248.6
130 MV,710KHZ,48616.0,1.47073,2.05638e-05,-5.20395e-07,48582.0,1256.62
130 MV,710KHZ,48605.7,1.45923,2.05627e-05,-5.26002e-07,48595.3,1240.65
130 MV,710KHZ,48586.1,1.46561,2.05669e-05,-5.28185e-07,48604.3,1233.98
130 MV,710KHZ,48600.9,1.48784,2.0564e-05,-5.31247e-07,48585.2,1222.79
130 MV,710KHZ,48605.8,1.45551,2.05704e-05,-5.25146e-07,48586.5,1255.71
130 MV,720KHZ,48602.8,1.46831,2.05669e-05,-5.29043e-07,48591.9,1242.61
130 MV,720KHZ,48605.1,1.47845,2.05678e-05,-5.20788e-07,48600.2,1239.92
130 MV,720KHZ,48603.7,1.45378,2.05639e-05,-5.23776e-07,48594.6,1255.31
130 MV,720KHZ,48604.4,1.45843,2.05611e-05,-5.27098e-07,48602.8,1247.19
130 MV,720KHZ,48609.0,1.46602,2.0569e-05,-5.21709e-07,48595.3,1235.79
